contract,family,freeze_time,max_smoothed_activity,median_smoothed_activity,p95_smoothed_activity,peak_plateau_count,profile_id,session_date,smoothing_half_width_ticks,source_date,year
NQZ9,full_overnight,2019-12-10T09:30:00-05:00,3.336664993400692602661941229,0.688709385504251443577976245,2.935937238373059170841296411,23,282efbfefbc228706803,2019-12-10,2,2019-12-10,2019
NQH9,midnight,2019-02-08T09:30:00-05:00,2.569717564108949349464122446,0.9048404387504620601791457435,2.306551982830912788069348243,9,2859da40d56c14d768f1,2019-02-08,2,2019-02-08,2019
NQU9,full_overnight,2019-07-02T09:30:00-04:00,2.010249902859902890336818192,1.017499053681335487648296325,1.777839932956791572549358539,9,2864dda9f2c99e0a764e,2019-07-02,2,2019-07-02,2019
NQM9,opening_hour_rth,2019-05-24T10:30:00-04:00,2.377330180846692365174219457,0.662671015128174450262007249,2.307773875999570065324729821,6,286585c03afed08698ae,2019-05-24,2,2019-05-24,2019
NQH9,opening_hour_rth,2019-01-25T10:30:00-05:00,2.142222748188597176474089152,1.053258973923699771769951825,1.853437549094211900529713544,11,2897e3db8b24b8c3f41b,2019-01-25,2,2019-01-25,2019
NQU9,opening_hour_rth,2019-08-21T10:30:00-04:00,2.388148133996364671801422122,0.8404016957883145605843884414,1.958891244435243721827302637,9,293da2461a7af0a071f0,2019-08-21,2,2019-08-21,2019
NQM9,prior_rth,2019-04-16T16:00:00-04:00,3.648382934561405805786784699,0.5096858517036022292166317028,2.86900345393193460611400485,8,295c28ae0e686b0dca02,2019-04-17,2,2019-04-16,2019
NQM9,midnight,2019-03-15T09:30:00-04:00,2.055801551290886844722549582,0.8788225694140451985535779269,1.978366504673804248611090411,6,297fa34345a908ae1afb,2019-03-15,2,2019-03-15,2019
NQM9,prior_rth,2019-05-13T16:00:00-04:00,2.672493514170860051012971786,0.6369345117135244993694337962,2.48228164060867692901554217,26,29965f4b96c9d6de873f,2019-05-14,2,2019-05-13,2019
NQZ9,midnight,2019-11-12T09:30:00-05:00,2.799411443974424844867917449,0.7083569022477356760879921861,2.239906810608517663421331096,10,299b7c473afc59d88bdd,2019-11-12,2,2019-11-12,2019
NQM9,full_overnight,2019-06-07T09:30:00-04:00,3.416743951059290450680944838,0.5913587057792061092142824046,2.681128187026362898844667582,19,29b9b509c829bdad1330,2019-06-07,2,2019-06-07,2019
NQH9,full_overnight,2019-01-16T09:30:00-05:00,3.049978867399469156741549957,0.6935289481219477020755436625,2.874481453384975639490772828,6,29bb4996bf1cb2b14a02,2019-01-16,2,2019-01-16,2019
NQU9,full_overnight,2019-09-11T09:30:00-04:00,2.904633856950033570737467214,0.913411824759559954639589056,2.457416872883057788686395269,16,29c43aa1ea695f32fd3e,2019-09-11,2,2019-09-11,2019
NQM9,prior_rth,2019-03-22T16:00:00-04:00,3.757369020932191063994682258,0.8050325422948652585641981843,3.104422392481238465165373473,47,2a1e2d43e9842bf64cf0,2019-03-25,2,2019-03-22,2019
NQM9,opening_hour_rth,2019-04-18T10:30:00-04:00,2.265182027380999241794988824,0.880665876077520865396312793,2.137822291276658745886116836,11,2a50c59817dcf4c64dbd,2019-04-18,2,2019-04-18,2019
NQM9,midnight,2019-06-06T09:30:00-04:00,3.306047780839252992552626786,0.7009719153793479784062407425,2.854659440534657015979957716,12,2a5cc4835b438d7c40ff,2019-06-06,2,2019-06-06,2019
NQZ9,midnight,2019-10-08T09:30:00-04:00,4.154027814798699906507677411,0.565935421245816284119731226,3.598417120286073483557078459,28,2a65dd516393776ddb25,2019-10-08,2,2019-10-08,2019
NQZ9,midnight,2019-09-27T09:30:00-04:00,3.562279656247147380687313783,0.6202302139099854949838360295,2.816128481751293085882590781,19,2a6c8f00aaf5989d4d20,2019-09-27,2,2019-09-27,2019
NQZ9,midnight,2019-11-18T09:30:00-05:00,3.6872516583093301078183694,0.5865640174094006041847155523,2.855009641313487056734159939,11,2a9b308930ac57cab6bc,2019-11-18,2,2019-11-18,2019
NQZ9,full_overnight,2019-10-28T09:30:00-04:00,3.225786271807011746717435018,0.588146113935718202821950531,2.83623024706046404757261078,9,2aeb843eea8f9f45d835,2019-10-28,2,2019-10-28,2019
NQM9,prior_rth,2019-04-22T16:00:00-04:00,3.247765728784791833367551257,0.7704674458262672012946086113,2.89475489899591372320287472,21,2b24dd8a1884d59449f1,2019-04-23,2,2019-04-22,2019
NQM9,opening_hour_rth,2019-04-08T10:30:00-04:00,1.974915074711947239608437947,1.019164733812051149789755829,1.85929933350203331585568643,9,2b453fdac920a5cd50d0,2019-04-08,2,2019-04-08,2019
NQU9,opening_hour_rth,2019-08-05T10:30:00-04:00,2.712415268399887183876539927,0.8343840691640082060706567587,2.331504749539637238051265041,11,2b58beb16a5ab6a36665,2019-08-05,2,2019-08-05,2019
NQU9,midnight,2019-08-08T09:30:00-04:00,2.506214064917114153601814639,1.039236763586059759014980984,2.338961085012184162791359956,14,2ba9d769650ec33a240c,2019-08-08,2,2019-08-08,2019
NQM9,opening_hour_rth,2019-04-10T10:30:00-04:00,2.054072064981104625122296001,0.8230398299529413265432402163,2.009624221340047181077374382,4,2c4eed264ee3a191125a,2019-04-10,2,2019-04-10,2019
NQU9,opening_hour_rth,2019-08-01T10:30:00-04:00,3.142339336192405336748805621,0.6876175273926712195550150023,2.547983734296388451284274396,16,2c563a2cf6364f4e9f77,2019-08-01,2,2019-08-01,2019
NQH0,prior_rth,2019-12-17T16:00:00-05:00,3.401224783510207854928322801,0.4318436625377127798782839038,3.037517542790986623346668263,4,2c8a826248089645f60a,2019-12-18,2,2019-12-17,2019
NQU9,full_overnight,2019-08-12T09:30:00-04:00,2.723087374388776087956795274,0.945907268003306451701107878,2.002280304999657880088319362,34,2ca23c3f08d22a188c78,2019-08-12,2,2019-08-12,2019
NQH9,midnight,2019-02-14T09:30:00-05:00,4.651604401037050543593697713,0.619144154448336951124087472,3.60687406000216229822464857,20,2cbb2ab479b19fd7168c,2019-02-14,2,2019-02-14,2019
NQZ9,opening_hour_rth,2019-09-16T10:30:00-04:00,2.44618458033658172917036054,0.88501402972646973056561568,2.248882579747863551254441276,7,2d184b4b0f948e1f2d10,2019-09-16,2,2019-09-16,2019
NQZ9,opening_hour_rth,2019-11-13T10:30:00-05:00,2.345417772662112426098974886,0.909451482684086241929092725,2.015459837677227616986589642,10,2d1b78e305a53c8adcb7,2019-11-13,2,2019-11-13,2019
NQH9,opening_hour_rth,2019-03-05T10:30:00-05:00,2.027940626714741240696939038,1.110414626029627147375534711,1.890209466509042476130392194,12,2d443ff087ce9ac1cda6,2019-03-05,2,2019-03-05,2019
NQH9,prior_rth,2019-02-27T16:00:00-05:00,2.430378898117991693512427958,0.9432326366972421927791993771,2.079605566066159517679561673,26,2d44b5c8d87212ef19be,2019-02-28,2,2019-02-27,2019
NQM9,prior_rth,2019-03-21T16:00:00-04:00,3.539776515370481322290988731,0.6638337752050391900918137269,2.980032270129667118894167027,38,2d5683767bb77e63d7f2,2019-03-22,2,2019-03-21,2019
NQM9,opening_hour_rth,2019-04-22T10:30:00-04:00,2.252492516024589286444114233,1.001443815603929543384574924,1.825330502358005697067633609,12,2de75a9626c443bcc9bb,2019-04-22,2,2019-04-22,2019
NQM9,opening_hour_rth,2019-04-01T10:30:00-04:00,1.871803164325455443814056659,1.067875305647114306884279346,1.650333602466637430642707916,13,2e30534cd2c73e3ef699,2019-04-01,2,2019-04-01,2019
NQU9,opening_hour_rth,2019-07-10T10:30:00-04:00,2.544205137657039668981186416,0.941318368213737538961281494,2.213105619519751350199659053,12,2e850e05c5e103597359,2019-07-10,2,2019-07-10,2019
NQH9,prior_rth,2019-01-31T16:00:00-05:00,3.556612011697574047161459922,0.650840967393948256269981295,2.991186655247404479048045717,23,2ebce92ae79229e38102,2019-02-01,2,2019-01-31,2019
NQM9,prior_rth,2019-05-06T16:00:00-04:00,3.622686207256426032964586974,0.5158210239281922044488491115,3.010037078393461520737146392,29,2ed6262fa9bb3ebbdd82,2019-05-07,2,2019-05-06,2019
NQM9,full_overnight,2019-06-13T09:30:00-04:00,2.914212416081451182984676879,0.81482922862376046133393667,2.274262939023909042628465961,31,2ee666e88813903a19bb,2019-06-13,2,2019-06-13,2019
NQH9,full_overnight,2019-01-17T09:30:00-05:00,2.412154217161255124064722688,0.935644587230004241796165301,2.052075423908041641938795974,17,2f76272ee895569043a4,2019-01-17,2,2019-01-17,2019
NQU9,prior_rth,2019-08-29T16:00:00-04:00,3.699218712297438667320709937,0.522315561682920856447537903,3.106018620116468847626021473,12,302741edf45ec79dd1f9,2019-08-30,2,2019-08-29,2019
NQZ9,midnight,2019-11-26T09:30:00-05:00,2.502631046446034055270433054,0.6851934529996824308732314795,2.429091908462833610259998761,8,304397837f449ea8c3d8,2019-11-26,2,2019-11-26,2019
NQU9,midnight,2019-08-16T09:30:00-04:00,1.923455963415414823123714022,1.084405810421344239186730637,1.585420263867484922309026638,17,309dcd0720a714f85815,2019-08-16,2,2019-08-16,2019
NQZ9,prior_rth,2019-12-12T16:00:00-05:00,2.646046617149127343604058244,0.9824338492870566748826688885,2.186121796364616012861489114,28,31662180667809da2f89,2019-12-13,2,2019-12-12,2019
NQH9,prior_rth,2019-01-22T16:00:00-05:00,2.831728790319025480187414698,0.8234636511831102480996516007,2.443037185700863797501682331,33,31c34462775a5e6ff495,2019-01-23,2,2019-01-22,2019
NQM9,opening_hour_rth,2019-05-08T10:30:00-04:00,2.887040797317748866700936266,0.7143710307293326753442992885,2.60334801274234796474224987,10,324f8c9dc7a09c9da061,2019-05-08,2,2019-05-08,2019
NQU9,opening_hour_rth,2019-08-28T10:30:00-04:00,2.445213729832586124192817517,0.9108040104065219180037252475,2.255790982641020342530253487,12,326d4d661cc78853594e,2019-08-28,2,2019-08-28,2019
NQM9,full_overnight,2019-04-30T09:30:00-04:00,1.914018555104341379661665079,1.188408217702638331804871376,1.667943002734542395294685227,9,3272d12d00407b7aac52,2019-04-30,2,2019-04-30,2019
NQM9,full_overnight,2019-04-02T09:30:00-04:00,1.76279574874443284845136359,1.100636729960267859449361995,1.683018294649046848075293863,9,32c6b59c0024d31a2568,2019-04-02,2,2019-04-02,2019
NQZ9,midnight,2019-11-22T09:30:00-05:00,2.861061972055046550595436577,0.6561407860048263549759413643,2.494299620501177970000077927,8,333fa3f842ec6e2fdfb7,2019-11-22,2,2019-11-22,2019
NQU9,opening_hour_rth,2019-08-22T10:30:00-04:00,4.67533443436312813117425445,0.629131536106244738431498181,3.6694973349389481243808884,15,337c2c13cbe4f5722866,2019-08-22,2,2019-08-22,2019
NQZ9,full_overnight,2019-10-10T09:30:00-04:00,4.732096093491219251041864512,0.6458387191312699098310413702,3.727088385795530383994806704,26,33b480821e7b2249aca5,2019-10-10,2,2019-10-10,2019
NQH9,full_overnight,2019-01-25T09:30:00-05:00,3.580492495154291701720554806,0.640455940054695106391321069,2.99825634590243141898060829,26,34446f8e45eeece99564,2019-01-25,2,2019-01-25,2019
NQZ9,midnight,2019-12-06T09:30:00-05:00,5.203399344432754489730425154,0.4462346186196711299545920119,3.62349120023111080094475568,12,34522fd25bc87478ab69,2019-12-06,2,2019-12-06,2019
NQM9,opening_hour_rth,2019-03-27T10:30:00-04:00,1.856226710660605034276499747,1.141798906590851837041812657,1.7148923139432359277391892,9,346f255e63f5bc4ec9e5,2019-03-27,2,2019-03-27,2019
NQH9,opening_hour_rth,2019-01-10T10:30:00-05:00,2.302417648677662143029835154,0.7672439302934339808409363935,2.15979012580734744872759622,13,347ed91c8ab55051a882,2019-01-10,2,2019-01-10,2019
NQH9,full_overnight,2019-01-15T09:30:00-05:00,2.825392105429897817194906041,0.871564658469817656861779977,2.438206273721167471610304849,15,348abe9d63f012ac5cc4,2019-01-15,2,2019-01-15,2019
NQM9,full_overnight,2019-05-07T09:30:00-04:00,3.090990589445292914896275174,0.628904388679383977798801963,2.688081470211046191709864553,30,34aa83b1a7d8bf751b58,2019-05-07,2,2019-05-07,2019
NQH9,prior_rth,2019-02-05T16:00:00-05:00,2.340760664052134481947461769,0.7425351822318892061767261893,2.036512912872890599585642784,21,355fb27aefede6e5d1af,2019-02-06,2,2019-02-05,2019
NQM9,midnight,2019-04-08T09:30:00-04:00,2.803915400589056664497440213,0.771602025888028795979268669,2.675203270441428045601014284,3,35ab1703f7bfb17a00e2,2019-04-08,2,2019-04-08,2019
NQU9,prior_rth,2019-07-08T16:00:00-04:00,2.037929157893474243069979193,0.9823422832144618110863247489,1.881503857492399800329463024,9,3615b7fa5c79f0a6da11,2019-07-09,2,2019-07-08,2019
NQM9,midnight,2019-06-05T09:30:00-04:00,2.116489294777366570194433353,0.9186821884407148527499604873,1.941260038358353847683051033,21,381393f2be79d49b829e,2019-06-05,2,2019-06-05,2019
NQZ9,prior_rth,2019-10-11T16:00:00-04:00,2.647383589306585478195562154,0.772523512831382306860405108,2.266640220873883018331483311,16,38d15c020c2f68fe82c5,2019-10-14,2,2019-10-11,2019
NQU9,midnight,2019-08-28T09:30:00-04:00,2.377564918904963966868067309,0.9164315891131322465643487099,1.99059798386357330566384012,21,38d449454bc9651ef4c0,2019-08-28,2,2019-08-28,2019
NQM9,midnight,2019-04-04T09:30:00-04:00,2.940531509825287621864100647,0.6470165410685954775468914305,2.728922878386852643070150261,5,39775f059b922efc7973,2019-04-04,2,2019-04-04,2019
NQM9,full_overnight,2019-03-13T09:30:00-04:00,2.098750582122899410354781438,0.8683137973129387009599111175,1.908002255971220295243684947,17,39e6c9cd67ff6c09891a,2019-03-13,2,2019-03-13,2019
NQM9,full_overnight,2019-04-25T09:30:00-04:00,1.722104717133385734230725667,1.10445283687701477784126137,1.575524052715017950510059579,9,39f39263a8a004be5deb,2019-04-25,2,2019-04-25,2019
NQM9,prior_rth,2019-05-31T16:00:00-04:00,1.998333513964505175507666944,1.015640599122680630032317067,1.800025055011600381157289761,17,3a16bf3e2255a790ad8f,2019-06-03,2,2019-05-31,2019
NQH9,prior_rth,2019-01-10T16:00:00-05:00,2.272104921061002234495296979,0.847572220497484055723223399,1.947588184680318407987071718,39,3a671e7bbc1d0e4c6d99,2019-01-11,2,2019-01-10,2019
NQH9,prior_rth,2019-03-05T16:00:00-05:00,2.585967825848743547100656432,0.8538087322830539870683523084,2.26376891096145494410518285,18,3aa53503c3b27ef8941c,2019-03-06,2,2019-03-05,2019
NQM9,opening_hour_rth,2019-05-16T10:30:00-04:00,5.30327406725458254287931182,0.6435041888711849991476565975,3.356246189944656881352506688,15,3ac46a150a73d4dc6692,2019-05-16,2,2019-05-16,2019
NQZ9,full_overnight,2019-10-14T09:30:00-04:00,2.307539945976685916962754413,0.8885546151698612116065008213,1.947218617350428094841475923,23,3acc661ca0177e5158b6,2019-10-14,2,2019-10-14,2019
NQU9,opening_hour_rth,2019-07-17T10:30:00-04:00,2.060003930289581600302800758,1.003606927019402869699684228,1.805495419980558437869074537,5,3adfe5bbcf05c174f67d,2019-07-17,2,2019-07-17,2019
NQM9,opening_hour_rth,2019-04-09T10:30:00-04:00,2.751407655229102927706321279,0.8700280873184661003885378274,2.505671437209185795000198933,5,3b622134821070bfa513,2019-04-09,2,2019-04-09,2019
NQM9,prior_rth,2019-05-20T16:00:00-04:00,2.361880503281535376369579587,0.9004089942587399096880812282,2.129688004107148911236016668,20,3bafe96c0f0e25eb925e,2019-05-21,2,2019-05-20,2019
NQZ9,midnight,2019-11-14T09:30:00-05:00,2.26080574863464001450948163,1.107638869760012549295835799,1.932391189058192311582149439,11,3c00031f5a6a4aa13c16,2019-11-14,2,2019-11-14,2019
NQU9,prior_rth,2019-06-26T16:00:00-04:00,2.817951097199780128751903877,0.9254629106890498274706569695,2.231184947206990527431761991,17,3c2e86e70601c2801d5c,2019-06-27,2,2019-06-26,2019
NQH9,opening_hour_rth,2019-02-11T10:30:00-05:00,2.382741403581016182666202636,0.7966256742134131814724998718,2.213058822863194713179950346,9,3ca7f332ff0c526a278b,2019-02-11,2,2019-02-11,2019
NQH9,midnight,2019-01-16T09:30:00-05:00,2.657196960783714254560624546,0.9480635236300590429095003276,2.517509340917906567883147189,7,3d6d6d809928765d5a7f,2019-01-16,2,2019-01-16,2019
NQZ9,full_overnight,2019-10-23T09:30:00-04:00,2.637461160764694823913268089,0.9677536370229273285472818291,2.436260494200456728301296937,20,3d83d61d74d998e48024,2019-10-23,2,2019-10-23,2019
NQM9,midnight,2019-06-10T09:30:00-04:00,2.914605024023263778132876362,0.9038521839803778399646779238,2.694103215458106088460849329,9,3e4fc94b9f8b6920816c,2019-06-10,2,2019-06-10,2019
NQH9,midnight,2019-02-11T09:30:00-05:00,3.535243511161632302888758679,0.5322376829035087966235716414,2.930002348957135725036213938,22,3e8ef369c26c1b749d4a,2019-02-11,2,2019-02-11,2019
NQZ9,opening_hour_rth,2019-09-18T10:30:00-04:00,2.519758640997872949638181398,0.7262666706847251378653654775,2.36194939978390787386599903,3,3f1c83cdc5d6dd251950,2019-09-18,2,2019-09-18,2019
NQH9,prior_rth,2019-01-25T16:00:00-05:00,3.507758183528913896039270144,0.5646860526415845906409824075,2.659311476733771221148852567,18,3f79db08e6b187e96183,2019-01-28,2,2019-01-25,2019
NQH9,opening_hour_rth,2019-01-14T10:30:00-05:00,2.122605242672561550673899209,0.878782397777171465218265635,2.028585018504399754169016051,9,3f7ef1ad64b47a570a58,2019-01-14,2,2019-01-14,2019
NQU9,midnight,2019-06-21T09:30:00-04:00,2.788505235141167128452246921,0.6982718003893688748835662692,2.4934194042899230406831919,13,401a037b141cc8ddf57b,2019-06-21,2,2019-06-21,2019
NQM9,full_overnight,2019-06-06T09:30:00-04:00,3.468984462812862715366714318,0.6293834906902136451665716863,2.797605719322061109932847807,17,40601e4f653fb6bbe313,2019-06-06,2,2019-06-06,2019
NQU9,prior_rth,2019-09-13T16:00:00-04:00,2.418586083765943802209345854,0.8542069491809583253392065933,2.271981495497382303816858023,9,4122a4d398e29ea0a286,2019-09-16,2,2019-09-13,2019
NQZ9,opening_hour_rth,2019-11-08T10:30:00-05:00,2.528925527267198353597425478,0.9822643221109708053976643541,2.279718931336632701497477827,8,421b38e514b0f8719992,2019-11-08,2,2019-11-08,2019
NQH9,full_overnight,2019-02-08T09:30:00-05:00,3.959333618591123424707423269,0.6778435552456427834502402725,3.202451194690790398394731188,14,425b5a20ecf45054c198,2019-02-08,2,2019-02-08,2019
NQZ9,prior_rth,2019-11-07T16:00:00-05:00,3.582386725960989040202694903,0.6296635056802512366991923984,3.107957733462187710526699068,18,4260d383564fd4cc961f,2019-11-08,2,2019-11-07,2019
NQZ9,full_overnight,2019-10-15T09:30:00-04:00,3.829889042129394494402451011,0.9432350396786692819999299415,2.785028182847158836128092346,14,432571d7728f9b87e33b,2019-10-15,2,2019-10-15,2019
NQM9,opening_hour_rth,2019-05-01T10:30:00-04:00,2.37822055415548860939447892,0.7800499317908573062767559307,2.264861109529937091816336547,6,4362f30894bea65abd10,2019-05-01,2,2019-05-01,2019
NQU9,opening_hour_rth,2019-09-13T10:30:00-04:00,1.882559795579211859946899741,1.02238755577246027723014218,1.71983653762439306435809207,11,43a55c2f8f24c68a7ce4,2019-09-13,2,2019-09-13,2019
NQZ9,prior_rth,2019-09-18T16:00:00-04:00,4.775808318178544858431328298,0.807170746144627565612462475,2.935528347982784839449204682,20,44547a153f8d41a12bff,2019-09-19,2,2019-09-18,2019
NQU9,opening_hour_rth,2019-07-30T10:30:00-04:00,2.946635759665328134220413076,0.6577493452871966755666782605,2.658283885972347219048007766,8,4461ffac5c48afe2512b,2019-07-30,2,2019-07-30,2019
NQM9,prior_rth,2019-04-09T16:00:00-04:00,2.0331471890822994501397676,1.05415471452473590311128378,1.856218544245905431919734029,10,448186bd7b87bc2cd0cf,2019-04-10,2,2019-04-09,2019
NQH9,prior_rth,2019-01-02T16:00:00-05:00,2.569957056325641137060872176,0.8742563528063079269428357412,2.242075410053990686464770314,55,448f27e8b9dd32d8647d,2019-01-03,2,2019-01-02,2019
NQM9,opening_hour_rth,2019-05-23T10:30:00-04:00,1.998939414203898979155803141,1.035212662997790545405941435,1.858427315916860910598518996,9,45406fd53ef3d7b15416,2019-05-23,2,2019-05-23,2019
NQM9,opening_hour_rth,2019-04-03T10:30:00-04:00,2.002141885372274869657232302,0.9023295628825759838244688047,1.911440779730181012957296393,5,4546da75d235c0f428a1,2019-04-03,2,2019-04-03,2019
NQH9,midnight,2019-01-03T09:30:00-05:00,2.879831753609919371620140021,0.7601779834836050164381723333,2.666945902375244219709989661,24,458039a9051a0e8d9fe1,2019-01-03,2,2019-01-03,2019
NQU9,full_overnight,2019-08-21T09:30:00-04:00,3.712571246113949448401378898,0.6583407302698532238477649513,3.105675210858931553050952762,22,4588eb8215374e454fd6,2019-08-21,2,2019-08-21,2019
NQZ9,opening_hour_rth,2019-10-28T10:30:00-04:00,3.031952494105830823501424353,0.626693774311763134870431834,2.974216238045504602229121697,6,459b16b3c09a43df8d6f,2019-10-28,2,2019-10-28,2019
NQU9,full_overnight,2019-08-16T09:30:00-04:00,2.139801197940249930620806981,0.9874205647405476734156442627,1.8252500329173762446063585,30,45a18657d482fd9f93f9,2019-08-16,2,2019-08-16,2019
NQM9,full_overnight,2019-05-03T09:30:00-04:00,2.787396380786797857820331207,0.944894931550578038155209901,2.108545341729555363631029392,19,4614f113a6422c48de5c,2019-05-03,2,2019-05-03,2019
NQU9,full_overnight,2019-07-26T09:30:00-04:00,2.565443543342175253851986829,0.8543577660652751968688117631,2.072134914712147487672491227,9,46313714c2285bace5d7,2019-07-26,2,2019-07-26,2019
NQZ9,opening_hour_rth,2019-11-27T10:30:00-05:00,1.882619614435054479838200504,1.018525655688098372114588467,1.851292806745691898327804116,6,46a23d4be003b4ef452b,2019-11-27,2,2019-11-27,2019
NQZ9,midnight,2019-09-20T09:30:00-04:00,2.028185746750499199147316048,1.108703776482139703258254778,1.899830409408227350069274044,9,46a88873f048272aac67,2019-09-20,2,2019-09-20,2019
NQU9,prior_rth,2019-08-05T16:00:00-04:00,2.618069502620065891635442567,0.9907038656383441065960399035,2.015727891185170738940365297,47,46ffa5cc9f86a1004e43,2019-08-06,2,2019-08-05,2019
NQH9,full_overnight,2019-03-07T09:30:00-05:00,2.186535952692136828040399507,0.9289527058199520856695523909,1.909048183426119010989535914,14,47fa300cb84a63e45c54,2019-03-07,2,2019-03-07,2019
NQU9,opening_hour_rth,2019-08-19T10:30:00-04:00,2.499597592954859637732991956,0.8972952543909632401783146755,2.177722541066233789435138514,17,484aac2b60cee6f3f08b,2019-08-19,2,2019-08-19,2019
NQZ9,midnight,2019-11-20T09:30:00-05:00,2.86526034753832883518357546,1.04611622671107840932030254,2.248014346593428457749809884,7,488b044565010d021b27,2019-11-20,2,2019-11-20,2019
NQZ9,midnight,2019-12-11T09:30:00-05:00,2.412781779699238137441877769,0.9398320294191379239317693778,2.138999025657595204221041266,13,4900722e3454efa2b741,2019-12-11,2,2019-12-11,2019
NQU9,midnight,2019-08-12T09:30:00-04:00,3.79000727539411936884267174,0.734463435389919063840512112,2.786784219522301902183757818,36,4939be1dea43736302d1,2019-08-12,2,2019-08-12,2019
NQZ9,prior_rth,2019-11-01T16:00:00-04:00,3.70473206110885761325440147,0.8359225742708146910306786238,2.9614451398643284318665116,14,4976f21b828de39ef355,2019-11-04,2,2019-11-01,2019
NQH9,opening_hour_rth,2019-02-06T10:30:00-05:00,2.191126014805730674420102613,0.9693078403568486598086183745,2.025085256477939519764254136,13,49f02b505aef08b43f21,2019-02-06,2,2019-02-06,2019
NQM9,full_overnight,2019-03-27T09:30:00-04:00,2.2087433627960802685359173,0.978294442711609641495143024,2.010339042242858543732271263,11,4a5138660c923fc95502,2019-03-27,2,2019-03-27,2019
NQU9,midnight,2019-07-15T09:30:00-04:00,2.127636954128575027094091501,0.9784885874131867853658448841,1.894463440854855172984179726,7,4a7cb3d1eafd37461ace,2019-07-15,2,2019-07-15,2019
NQZ9,opening_hour_rth,2019-10-14T10:30:00-04:00,2.037133260331186545761459138,0.9675277136691810996845877251,1.906365353267538585945056691,11,4afef87e75113cfc088b,2019-10-14,2,2019-10-14,2019
NQM9,opening_hour_rth,2019-03-11T10:30:00-04:00,3.58845090828439280180787654,0.680194523373984757241412161,2.918548826370213319278535473,17,4b5302c1de7ffae28588,2019-03-11,2,2019-03-11,2019
NQZ9,opening_hour_rth,2019-09-30T10:30:00-04:00,2.455034201523480506302440948,0.8674929899170526820950404475,2.277823560954852822626481486,7,4b6eb781a53d7f11c259,2019-09-30,2,2019-09-30,2019
NQU9,midnight,2019-09-06T09:30:00-04:00,2.506493846473207286269100259,0.8885406900192599133421006494,2.36765303103001873752304113,11,4bbff8de55021d4e4688,2019-09-06,2,2019-09-06,2019
NQU9,full_overnight,2019-09-06T09:30:00-04:00,2.808933159650604954105115509,0.8387539425896147542210867412,2.366073559023170623553691822,12,4c341d06fc909ccf6544,2019-09-06,2,2019-09-06,2019
NQZ9,opening_hour_rth,2019-11-26T10:30:00-05:00,1.876359408766728899257196619,1.082742671952835420392554875,1.850049674021642051106091862,6,4cff69be921b2fa62318,2019-11-26,2,2019-11-26,2019
NQH9,full_overnight,2019-02-13T09:30:00-05:00,4.125415151615998741240394342,0.3581531620043679326938000692,3.366141043496882630684620907,17,4d0f4628cfb7bc951e3b,2019-02-13,2,2019-02-13,2019
NQM9,prior_rth,2019-06-13T16:00:00-04:00,2.364403576273314415414690933,0.8310557712616532871981932275,2.159749122280016873133356119,9,4d1875a95a73a3f1300c,2019-06-14,2,2019-06-13,2019
NQM9,midnight,2019-05-08T09:30:00-04:00,2.8065501769781023412997324,0.7018907194085839145184552155,2.447109113398445585981754671,28,4d2f55e60cfa3b35a665,2019-05-08,2,2019-05-08,2019
NQH0,full_overnight,2019-12-30T09:30:00-05:00,2.182600825397952404753229133,0.9290097834354717523799875395,1.990457798938576765610290212,12,4d4a0c21ce691a46d581,2019-12-30,2,2019-12-30,2019
NQH9,opening_hour_rth,2019-01-31T10:30:00-05:00,2.383109161464829161452269637,0.9379369280978327121310242647,2.144617331839323460875534793,11,4d66678100678f52931a,2019-01-31,2,2019-01-31,2019
NQH9,full_overnight,2019-02-01T09:30:00-05:00,3.203197542350057408645135101,0.817109702765423223002221667,2.80626133455996448097556269,11,4d7cce5e7f609e4e753b,2019-02-01,2,2019-02-01,2019
NQU9,prior_rth,2019-08-01T16:00:00-04:00,4.760619726308880788616309867,0.8236375860813279658008336767,2.19866512282318055942868253,51,4dccfe80b22701801a08,2019-08-02,2,2019-08-01,2019
NQU9,opening_hour_rth,2019-06-26T10:30:00-04:00,2.464931686193565389155067927,0.918282206160152408917683783,2.04930047671920139782950645,11,4e662c25492e13c3a9d0,2019-06-26,2,2019-06-26,2019
NQM9,opening_hour_rth,2019-05-21T10:30:00-04:00,1.825331645611686060279108557,0.9926740479095855140924311397,1.769272629840788999011209707,8,4ea088f3bbdb60da20ff,2019-05-21,2,2019-05-21,2019
NQZ9,opening_hour_rth,2019-12-10T10:30:00-05:00,3.47705740866113744805058021,0.716924738819911383472912142,3.195159537689760936591828023,11,4f292597a3ccb95ef7ee,2019-12-10,2,2019-12-10,2019
NQU9,prior_rth,2019-07-22T16:00:00-04:00,2.523744052121782776019830331,0.6461720759275842117420549617,2.262077829448442366754847579,15,505367eeb6e15c57d9cd,2019-07-23,2,2019-07-22,2019
NQZ9,opening_hour_rth,2019-09-23T10:30:00-04:00,2.564680507160174511667726194,0.8896722068002346691435896063,2.178308621322049947012987781,8,509bc46881b8a6b8eff4,2019-09-23,2,2019-09-23,2019
NQZ9,midnight,2019-11-19T09:30:00-05:00,4.323028563035960267772798622,0.6828050204491005716511999404,3.136300838960133633844449937,9,50c207421f9d12a4c7d4,2019-11-19,2,2019-11-19,2019
