contract,family,freeze_time,max_raw_activity,mean_active_tpo,mean_active_volume,median_raw_activity,positive_tpo_ticks,positive_volume_ticks,profile_id,session_date,source_date,year
NQM9,prior_rth,2019-06-06T16:00:00-04:00,3.358168793683928973084932740979918943313,17.56692913385826771653543307,829.4566929133858267716535433,0.6324568126703738607151803693013205550307,381,381,82f7e32b334851128bed,2019-06-07,2019-06-06,2019
NQU9,prior_rth,2019-07-31T16:00:00-04:00,6.884708519815460931674868075604902913494,10.64056939501779359430604982,534.7319098457888493475682087,0.6281766094042243607508931569890277171236,843,843,82faab9bb5a151437cbc,2019-08-01,2019-07-31,2019
NQZ9,opening_hour_rth,2019-11-06T10:30:00-05:00,3.088467992386858970242536920617152743633,9.425742574257425742574257426,690.1683168316831683168316824,0.5076406420062681276961804892550113542766,101,101,838792c30c8e11e6a789,2019-11-06,2019-11-06,2019
NQZ9,opening_hour_rth,2019-09-17T10:30:00-04:00,2.248554260377023184379142299445273545451,10.82786885245901639344262295,519.7540983606557377049180323,1.020384537320007743595807017,122,122,839c9ff1859e733a99e3,2019-09-17,2019-09-17,2019
NQM9,midnight,2019-04-25T09:30:00-04:00,1.928789593194386835601748488284404230601,22.35593220338983050847457627,473.9661016949152542372881353,1.004508578308027987002645892,118,118,83a75835b20a9382a479,2019-04-25,2019-04-25,2019
NQU9,midnight,2019-08-02T09:30:00-04:00,2.775092509558753713021542443945802906296,27.76415094339622641509433962,407.6572327044025157232704428,0.9075160639947172916404765315,318,318,83c700743904299140fc,2019-08-02,2019-08-02,2019
NQU9,full_overnight,2019-08-15T09:30:00-04:00,4.303744987905954260598439513448766377391,23.66395663956639566395663957,404.2994579945799457994579936,0.636869416156313367647252911,738,738,84102c9422caaaabc909,2019-08-15,2019-08-15,2019
NQM9,opening_hour_rth,2019-04-26T10:30:00-04:00,3.104001585388689391100509954352548558229,5.985401459854014598540145985,523.7189781021897810218978069,0.742459287265385886490633745,274,274,845835616589e96d0ea1,2019-04-26,2019-04-26,2019
NQM9,prior_rth,2019-03-27T16:00:00-04:00,2.538443618245811287316458519585384353182,16.03106796116504854368932039,937.5572815533980582524271852,0.9534842171060063058182963678968867221946,515,515,846040057c2418291870,2019-03-28,2019-03-27,2019
NQH9,midnight,2019-01-14T09:30:00-05:00,2.450903062470214966013612379267099320762,30.47887323943661971830985915,390.6619718309859154929577463,0.8058518919039214011768954795,142,142,846148f7699d3ec4eadc,2019-01-14,2019-01-14,2019
NQM9,prior_rth,2019-03-29T16:00:00-04:00,2.79216487913473915662968028511949156393,26.57425742574257425742574257,1472.54950495049504950495049,0.7076540996215966739010635535,202,202,849712fc66edc9961f37,2019-04-01,2019-03-29,2019
NQM9,midnight,2019-03-28T09:30:00-04:00,2.470602743895159861406880389586153150808,23.69306930693069306930693069,398.0099009900990099009900982,0.9151249776293259462865296295,202,202,854518816b8dedf321d9,2019-03-28,2019-03-28,2019
NQM9,prior_rth,2019-04-05T16:00:00-04:00,3.432863863969117886241947586050031443981,32.67741935483870967741935484,2101.822580645161290322580642,0.654240581907061198565028516,124,124,858b16ee7c9124416ffd,2019-04-08,2019-04-05,2019
NQM9,prior_rth,2019-06-14T16:00:00-04:00,2.598996878173703669575161214761855488649,25.61458333333333333333333333,692.8802083333333333333333328,1.054467133257916915721987598,192,192,858eb0baab816319b8b8,2019-06-17,2019-06-14,2019
NQM9,prior_rth,2019-05-09T16:00:00-04:00,2.231060691085595985303402151519398406627,20.36330275229357798165137615,1080.445871559633027522935781,0.8816791683593640766358211955229556466636,545,545,85d389e8fccb78e938a5,2019-05-10,2019-05-09,2019
NQM9,midnight,2019-06-07T09:30:00-04:00,3.369300789832497681828848946523670909165,18.47887323943661971830985915,384.5962441314553990610328643,0.7538902080569091628692450966739974288533,213,213,85f146e66e92ea18a178,2019-06-07,2019-06-07,2019
NQZ9,full_overnight,2019-12-03T09:30:00-05:00,5.162166513642855637414017547493146557386,13.91760299625468164794007491,324.6273408239700374531835219,0.7406755194165483156374275175,534,534,86258e18ac5a51bedbd9,2019-12-03,2019-12-03,2019
NQM9,full_overnight,2019-04-18T09:30:00-04:00,2.710841492077889330891816356812915966398,20.07569721115537848605577689,362.326693227091633466135459,0.8933083727519901387508203850265374930858,251,251,862da6fc3754246fccf7,2019-04-18,2019-04-18,2019
NQM9,prior_rth,2019-04-23T16:00:00-04:00,6.006239443749813969588452893426425156174,8.872817955112219451371571072,869.1645885286783042394014978,0.6251153762800720352632850669732361534391,401,401,8697b3336f8bd8e5df8a,2019-04-24,2019-04-23,2019
NQM9,full_overnight,2019-05-21T09:30:00-04:00,2.89521540077715806434340970434559501483,29.63805970149253731343283582,473.6417910447761194029850757,0.976371399302543455457152604,268,268,86ade12d2263c2cd5992,2019-05-21,2019-05-21,2019
NQZ9,prior_rth,2019-12-11T16:00:00-05:00,2.236015875915028779020984258984682777035,19.67894736842105263157894737,1060.610526315789473684210524,1.009173180474158597957059119,190,190,874e0aa9a73ce8a7e115,2019-12-12,2019-12-11,2019
NQM9,midnight,2019-03-13T09:30:00-04:00,3.072251912732660712078034728649330062923,13.91428571428571428571428571,218.7952380952380952380952379,0.942177953257720848896629479,210,210,876291b359d28d0a05f9,2019-03-13,2019-03-13,2019
NQU9,full_overnight,2019-07-23T09:30:00-04:00,2.482244972766092676152920092768375690371,24.80813953488372093023255814,352.843023255813953488372093,0.9783897573554849890351255785,172,172,8793820458c41753f43f,2019-07-23,2019-07-23,2019
NQH9,opening_hour_rth,2019-01-16T10:30:00-05:00,4.138679142040995981127678000266382558362,5.946601941747572815533980583,457.6262135922330097087378643,0.6984191898344869141211408215,206,206,87bf22487d8a35264d13,2019-01-16,2019-01-16,2019
NQM9,full_overnight,2019-05-02T09:30:00-04:00,3.516771066182943769639911691622327129509,22.22072072072072072072072072,371.954954954954954954954955,0.5801234669423348481636805695,222,222,88ab654a6c38719c65c2,2019-05-02,2019-05-02,2019
NQZ9,prior_rth,2019-11-14T16:00:00-05:00,2.500529987767144000710909673582938352276,18.92376681614349775784753363,1284.340807174887892376681612,0.7649837089793332043703994513868368698336,223,223,88d9473f10032b6dc6ec,2019-11-15,2019-11-14,2019
NQU9,midnight,2019-08-22T09:30:00-04:00,3.024807558965975620535797828820841633591,21.30501930501930501930501931,407.9884169884169884169884181,0.7599177446190202907232608638021466206384,259,259,88f287a8c7cf18f05b3d,2019-08-22,2019-08-22,2019
NQZ9,opening_hour_rth,2019-09-27T10:30:00-04:00,3.640437318047134576402266539711027324958,4.959409594095940959409594096,356.1070110701107011070110698,0.6882410156814475413286212477827425049006,271,271,88ffa00fb76199ee6841,2019-09-27,2019-09-27,2019
NQH9,prior_rth,2019-02-21T16:00:00-05:00,2.467836570878187813833697825198193358605,21.6937984496124031007751938,1274.310077519379844961240311,0.8999025856981871602630059155,258,258,8942aa655277b799a8c7,2019-02-22,2019-02-21,2019
NQZ9,full_overnight,2019-09-26T09:30:00-04:00,3.27043567097491239234833958131213034778,27.32203389830508474576271186,384.6779661016949152542372878,0.878477004325349605055074987,236,236,89466ce4672ddf846e60,2019-09-26,2019-09-26,2019
NQU9,full_overnight,2019-06-19T09:30:00-04:00,3.375430929359538757040227204413256729909,42.85714285714285714285714286,475.6875000000000000000000004,0.666747213505939685243976717,112,112,8988e7d27a9505398972,2019-06-19,2019-06-19,2019
NQU9,opening_hour_rth,2019-06-18T10:30:00-04:00,5.276276753518183300489446438709083811404,5.605187319884726224783861671,411.3544668587896253602305481,0.4740569089303322827248838874989765783499,347,347,89b5731246cab965d601,2019-06-18,2019-06-18,2019
NQZ9,full_overnight,2019-10-21T09:30:00-04:00,6.130554994579024004996662740711705857883,23.2875,302.0375000000000000000000001,0.5403330972022952045738583755,240,240,89dc5793cf24f28c67b0,2019-10-21,2019-10-21,2019
NQM9,prior_rth,2019-06-10T16:00:00-04:00,2.464159584486612096542644548248539139329,15.33789954337899543378995434,823.4155251141552511415525126,0.909251213232066926972997065,438,438,89fb1eeeb7b06c16e69a,2019-06-11,2019-06-10,2019
NQM9,full_overnight,2019-03-15T09:30:00-04:00,2.814496100291578526097184803210838886176,24.81318681318681318681318681,421.8956043956043956043956043,0.6825057228305788549097854065,182,182,89fc17baa7ede165e4c2,2019-03-15,2019-03-15,2019
NQZ9,prior_rth,2019-09-27T16:00:00-04:00,2.539405770430497322321911623301473437007,13.39852941176470588235294118,723.6852941176470588235294125,0.820120540322351987183975175,680,680,8a3d712cb05d7b60fb18,2019-09-30,2019-09-27,2019
NQU9,full_overnight,2019-09-10T09:30:00-04:00,2.727185002266392010329203978195646882925,24.49342105263157894736842105,329.7763157894736842105263155,0.8874148577736574131979620345,304,304,8a6124c3a1d7022a8316,2019-09-10,2019-09-10,2019
NQM9,prior_rth,2019-05-10T16:00:00-04:00,2.369131820294442546176587867629734595525,14.18509316770186335403726708,721.2484472049689440993788807,0.9384363032383276550961674098164986075083,805,805,8ad724d50e2341c9f061,2019-05-13,2019-05-10,2019
NQZ9,prior_rth,2019-12-09T16:00:00-05:00,2.610301046475129847305123618796746134427,12.62307692307692307692307692,820.6384615384615384615384615,0.934578307867870452095029309,260,260,8b1ee3ef04df485fd87e,2019-12-10,2019-12-09,2019
NQU9,prior_rth,2019-09-03T16:00:00-04:00,2.274491733643166385169089891055863056889,22.80672268907563025210084034,985.8851540616246498599439776,0.9191773987126939897031909294699195425316,357,357,8ba0a09a6fdb69218df3,2019-09-04,2019-09-03,2019
NQM9,prior_rth,2019-05-08T16:00:00-04:00,2.893807156900610845309238572191262199698,24.74184782608695652173913043,1183.866847826086956521739135,0.893719712901839969002928863,368,368,8bdf4781d229f7bbeb8e,2019-05-09,2019-05-08,2019
NQZ9,prior_rth,2019-10-24T16:00:00-04:00,2.615152156594309135964201611284979695695,20.0897959183673469387755102,1125.061224489795918367346939,0.8423190015889478729593935057900907998433,245,245,8be70d3689483a6c0807,2019-10-25,2019-10-24,2019
NQZ9,prior_rth,2019-11-05T16:00:00-05:00,3.006187223171994116508121024067326012081,25.64457831325301204819277108,1358.524096385542168674698799,0.932142188918594212649691364,166,166,8bebeb660deea8543d97,2019-11-06,2019-11-05,2019
NQM9,midnight,2019-05-15T09:30:00-04:00,2.08940792080009836554816034892689150226,13.22760290556900726392251816,245.6707021791767554479418886,0.9678374045301108015686667937540312017199,413,413,8c0371c3b212714419ab,2019-05-15,2019-05-15,2019
NQZ9,full_overnight,2019-12-04T09:30:00-05:00,3.759953880888148188892616448071901752276,20.57866666666666666666666667,439.5733333333333333333333344,0.6937559811594890024542770443229075007651,375,375,8c34f970d449c55e4291,2019-12-04,2019-12-04,2019
NQU9,prior_rth,2019-07-09T16:00:00-04:00,3.29196308307383080384583590795938398488,10.52688172043010752688172043,690.0537634408602150537634409,0.7572538091428146782247120875,372,372,8c3f8d2c01495189e8b6,2019-07-10,2019-07-09,2019
NQU9,opening_hour_rth,2019-07-29T10:30:00-04:00,3.905530521916598599359139087839975110543,3.948630136986301369863013699,324.5479452054794520547945204,0.793715738989687886477994364,292,292,8c65bf5e6296a8330bbf,2019-07-29,2019-07-29,2019
NQZ9,full_overnight,2019-10-11T09:30:00-04:00,3.044230140580871355607812774722775820434,22.62041884816753926701570681,292.6806282722513089005235597,0.835867253802782405817130258,382,382,8c7ead49df7d1b6bc223,2019-10-11,2019-10-11,2019
NQZ9,opening_hour_rth,2019-11-19T10:30:00-05:00,2.598827093791885529332738678721015584591,6.727941176470588235294117647,643.4632352941176470588235293,0.9722495374858216838615887435,136,136,8cba83d25b13784ead3c,2019-11-19,2019-11-19,2019
NQU9,prior_rth,2019-09-12T16:00:00-04:00,3.025726603805696492304162777623974913284,22.94539249146757679180887372,1015.491467576791808873720139,0.8567164583503993677356686859443768187282,293,293,8d19b080209e937c4310,2019-09-13,2019-09-12,2019
NQZ9,opening_hour_rth,2019-12-06T10:30:00-05:00,2.072409902254047338229158642236246187596,9.959183673469387755102040816,759.3469387755102040816326532,1.06548425226066394680414131,98,98,8d7d80fda9fa31ec1a39,2019-12-06,2019-12-06,2019
NQU9,full_overnight,2019-08-20T09:30:00-04:00,2.731202002116214361186175412580797358949,34.61650485436893203883495146,557.5582524271844660194174786,0.8835675297043248700519294075,206,206,8df9f83e4f3f6d858f53,2019-08-20,2019-08-20,2019
NQM9,opening_hour_rth,2019-06-11T10:30:00-04:00,2.587123230271464120435226848915302808587,9.340206185567010309278350515,577.5154639175257731958762897,0.721544193644386816689119131,194,194,8e12a01d58898a978262,2019-06-11,2019-06-11,2019
NQM9,prior_rth,2019-05-17T16:00:00-04:00,3.605447884990213174175194508648152614055,20.59865470852017937219730942,1043.941704035874439461883408,0.8230738870915177204357700045,446,446,8e708d5a4f1701a7d126,2019-05-20,2019-05-17,2019
NQZ9,prior_rth,2019-11-19T16:00:00-05:00,3.024472753406420028296443692195959128836,19.66346153846153846153846154,1400.663461538461538461538463,0.5204175245587911489868601855,208,208,8ed6d5f287699f746ffd,2019-11-20,2019-11-19,2019
NQU9,midnight,2019-07-12T09:30:00-04:00,2.157793636083355547836265906061479273091,32.78888888888888888888888889,489.9888888888888888888888887,1.009443630213985280333894033,90,90,90161bb40f669f5e16d4,2019-07-12,2019-07-12,2019
NQM9,opening_hour_rth,2019-03-26T10:30:00-04:00,2.151304934642820724578181647994194757482,7.502645502645502645502645503,622.1216931216931216931216921,0.7556578588024688779370249032827251321323,189,189,907790c0ebbf44587d4f,2019-03-26,2019-03-26,2019
NQU9,midnight,2019-06-27T09:30:00-04:00,2.792130038245682353936848794954856308379,18.0228136882129277566539924,268.4562737642585551330798478,1.084927440570298950247822515117821232142,263,263,9087fdbef81c0e5e7bff,2019-06-27,2019-06-27,2019
NQU9,midnight,2019-09-11T09:30:00-04:00,3.661771706234869349440401933298115058289,25.98198198198198198198198198,367.7117117117117117117117123,0.7408911500042047369693731255,222,222,9092d8e84187b8ee41b8,2019-09-11,2019-09-11,2019
NQM9,prior_rth,2019-06-04T16:00:00-04:00,3.170274681918851988623748490758695552529,12.4084745762711864406779661,715.788135593220338983050849,0.898689167226378935418163287,590,590,90e8b5926d7dcf450dbc,2019-06-05,2019-06-04,2019
NQM9,midnight,2019-03-29T09:30:00-04:00,2.155265622140172685785389046469420593867,20.6204819277108433734939759,345.0481927710843373493975904,0.865333968904445827490127051,166,166,912ecc2b0cce83edc4ea,2019-03-29,2019-03-29,2019
NQZ9,midnight,2019-09-23T09:30:00-04:00,3.433406310187116885927373921278310241273,17.08362369337979094076655052,253.4041811846689895470383274,0.8930148972189532970091545638604065554325,287,287,91a6e456b73d622f7921,2019-09-23,2019-09-23,2019
NQM9,midnight,2019-06-03T09:30:00-04:00,2.12970772963131280219624039909647052417,23.64039408866995073891625616,404.2561576354679802955665022,0.8801619128809037379716130354397771480204,203,203,9241e29257df83601e2f,2019-06-03,2019-06-03,2019
NQH9,prior_rth,2019-01-11T16:00:00-05:00,2.243949814687338039666152582369469600493,34.87078651685393258426966292,1556.651685393258426966292133,0.858168254505049096036641835,178,178,92bdb8f4d5d27005ce55,2019-01-14,2019-01-11,2019
NQM9,full_overnight,2019-03-25T09:30:00-04:00,3.342552491336202889064547481679295679535,21.36069651741293532338308458,333.808457711442786069651741,0.8217523004884142037040472835,402,402,92c0f3cd641c35108164,2019-03-25,2019-03-25,2019
NQZ9,opening_hour_rth,2019-12-09T10:30:00-05:00,4.608084002732142705229572154482120569262,5.038216560509554140127388535,404.3248407643312101910828028,0.5553466955790444894161913883845572100786,157,157,92c8f77fc69fab586b65,2019-12-09,2019-12-09,2019
NQH9,midnight,2019-02-01T09:30:00-05:00,2.719313191923601598508578609776469373089,26.51829268292682926829268293,406.4939024390243902439024394,0.81859850850594623544397824,164,164,92dc8d8ac21739a5cdc9,2019-02-01,2019-02-01,2019
NQM9,full_overnight,2019-05-22T09:30:00-04:00,2.395712731020736933392119831433226189562,21.8268656716417910447761194,346.0328358208955223880597021,1.063143102728273450877336724633535025436,335,335,92e781ffb7651d9e6f6c,2019-05-22,2019-05-22,2019
NQU9,opening_hour_rth,2019-08-15T10:30:00-04:00,2.881752752803820260879654760620173088982,10.39393939393939393939393939,378.9595959595959595959596017,0.6136304252329242485331910808406164335717,297,297,92f0ae151cf362018a4c,2019-08-15,2019-08-15,2019
NQZ9,opening_hour_rth,2019-10-23T10:30:00-04:00,1.991571330059235869582337137566963523189,9.384057971014492753623188406,538.6231884057971014492753622,0.912327376370671945836031875,138,138,92f148645fe6b6f6e2d5,2019-10-23,2019-10-23,2019
NQM9,prior_rth,2019-03-28T16:00:00-04:00,2.35750577415743753406369822673373540143,22.54577464788732394366197183,1137.95422535211267605633803,0.828113597437139560109651903,284,284,93079a201d80d77bd943,2019-03-29,2019-03-28,2019
NQU9,opening_hour_rth,2019-09-11T10:30:00-04:00,2.199117354392591319751177709880058255755,6.685840707964601769911504425,453.5973451327433628318584058,0.936567198685952194689276828,226,226,930a21e312a523b91ac8,2019-09-11,2019-09-11,2019
NQU9,opening_hour_rth,2019-06-24T10:30:00-04:00,2.4636995598581548732902445636697290858,10.7247706422018348623853211,627.8440366972477064220183485,0.7629642667590096728181549348664659446407,109,109,931da3daa1a1f92a61f5,2019-06-24,2019-06-24,2019
NQZ9,midnight,2019-10-09T09:30:00-04:00,3.887722494496908616631056642194080853452,17.96296296296296296296296296,241.8032407407407407407407419,0.7729228767935824201907578715,432,432,9386654408960a7f1bf0,2019-10-09,2019-10-09,2019
NQZ9,midnight,2019-12-03T09:30:00-05:00,6.846367349242306703587995885593193845511,9.786516853932584269662921348,244.8558052434456928838951318,0.747080770544891738096200251,534,534,93e66c1cc9ac3b262be5,2019-12-03,2019-12-03,2019
NQZ9,prior_rth,2019-10-14T16:00:00-04:00,2.545024182980741976679587803991115199324,26.34502923976608187134502924,1090.538011695906432748538013,0.5387098077773958336613949411401605570139,171,171,943f8bf4d8eb0571a6a5,2019-10-15,2019-10-14,2019
NQM9,opening_hour_rth,2019-05-14T10:30:00-04:00,2.514000240947504684133162428539371956114,7.575289575289575289575289575,479.3590733590733590733590745,0.9042847445806879933480241351997137210688,259,259,94dc0a005ca2fdef43e6,2019-05-14,2019-05-14,2019
NQM9,midnight,2019-04-23T09:30:00-04:00,2.014107498252347034647680977554474282271,20.46017699115044247787610619,396.407079646017699115044248,0.9834882759269350972840407654902695507286,113,113,955dc1d40b7fd8f289f4,2019-04-23,2019-04-23,2019
NQM9,prior_rth,2019-04-24T16:00:00-04:00,3.200058700622841091674242625622102979647,22.45402298850574712643678161,1612.488505747126436781609198,0.8414540255349546294909604305,174,174,96489075408061c73912,2019-04-25,2019-04-24,2019
NQM9,midnight,2019-04-12T09:30:00-04:00,3.387940245636011778876111651850557191776,15.24479166666666666666666667,345.5208333333333333333333331,0.648231693293277515595681326,192,192,9651afae5a420a05470d,2019-04-12,2019-04-12,2019
NQH9,full_overnight,2019-01-14T09:30:00-05:00,4.880890454356417219047132945866973657568,22.06514657980456026058631922,254.9315960912052117263843647,0.628103822523995531683692801741983399585,307,307,96645068a759d1118368,2019-01-14,2019-01-14,2019
NQU9,opening_hour_rth,2019-08-02T10:30:00-04:00,2.237830087814152298468892009666971852543,8.451298701298701298701298701,433.0584415584415584415584403,0.8886081805125534887714273065,308,308,9693dd08d4730984eea1,2019-08-02,2019-08-02,2019
NQZ9,full_overnight,2019-09-30T09:30:00-04:00,2.648020990827580571073873562619408010014,35.47417840375586854460093897,411.6197183098591549295774651,0.8560136318363933063417078769326322023406,213,213,97550850efff4563c30f,2019-09-30,2019-09-30,2019
NQM9,prior_rth,2019-03-12T16:00:00-04:00,2.292605318148647048258131810908695443962,22.06410256410256410256410256,1239.324786324786324786324784,0.9572920445870128814843572745,234,234,9756242df313dec089f1,2019-03-13,2019-03-12,2019
NQM9,prior_rth,2019-05-30T16:00:00-04:00,2.061807105100333482822281408681087129428,25.32530120481927710843373494,1238.048192771084337349397591,0.9725657523260773025077154488248525159446,249,249,9762055ccb3e0a99e4ec,2019-05-31,2019-05-30,2019
NQU9,full_overnight,2019-08-07T09:30:00-04:00,2.949517158447647303793949569938898141539,22.18048780487804878048780488,348.1089430894308943089430891,0.866222987197392244592821012676771135009,615,615,97baca979100e8d9e418,2019-08-07,2019-08-07,2019
NQZ9,full_overnight,2019-10-02T09:30:00-04:00,3.310749462153956474458083447203124486126,20.3341645885286783042394015,266.0897755610972568578553626,0.9983625835560706925044678871542926643964,401,401,97d40e73a1ab4b85f75a,2019-10-02,2019-10-02,2019
NQH9,midnight,2019-01-31T09:30:00-05:00,2.75090109035594324722950596351477081117,27.3525641025641025641025641,457.0576923076923076923076922,0.872888285519746158564180161,156,156,97e4731a08df9e329d23,2019-01-31,2019-01-31,2019
NQH0,midnight,2019-12-17T09:30:00-05:00,2.46081337943619976880906172779138572264,22.304,393.864,0.9559721624822423347812330158758161344737,125,125,97fccafd6a330ef8cf8f,2019-12-17,2019-12-17,2019
NQU9,opening_hour_rth,2019-09-12T10:30:00-04:00,2.047855476103633399540126703733012405742,7.296928327645051194539249147,407.8430034129692832764505119,1.021813148734763064601307163867431194799,293,293,985bcd84059d6800a613,2019-09-12,2019-09-12,2019
NQU9,opening_hour_rth,2019-08-06T10:30:00-04:00,2.656893346770465480284227090812332514232,8.223776223776223776223776224,529.3671328671328671328671269,0.832025076346911947675302043,286,286,9879263c791495ebb578,2019-08-06,2019-08-06,2019
NQU9,prior_rth,2019-07-05T16:00:00-04:00,1.882882281935205038668255685593415266387,15.16216216216216216216216216,733.8618618618618618618618598,1.056469874305742001411052143432337754862,333,333,9888a910ca89e4a8c6d7,2019-07-08,2019-07-05,2019
NQM9,opening_hour_rth,2019-05-10T10:30:00-04:00,2.100011326140756360354890789309655334447,5.742028985507246376811594203,329.6695652173913043478260849,0.8129545014696892676949113497834701910573,345,345,98a06ce30213e3ab7d7d,2019-05-10,2019-05-10,2019
NQZ9,midnight,2019-10-10T09:30:00-04:00,3.153831155482229319958118398355350379142,34.45771144278606965174129353,422.8059701492537313432835817,0.661929873449905128114845561259104178074,201,201,98b79510430e984746d8,2019-10-10,2019-10-10,2019
NQU9,full_overnight,2019-08-30T09:30:00-04:00,2.863767969528350183797009558425631077274,22.92048929663608562691131498,389.4250764525993883792048924,0.8684219460072287604894715957051596522424,327,327,98ecfe9dbc2830f32c72,2019-08-30,2019-08-30,2019
NQM9,prior_rth,2019-04-04T16:00:00-04:00,3.254340457859113391436946794090046601632,17.47697368421052631578947368,1139.934210526315789473684211,0.7223864379810306594361022415,304,304,991fe8d2e10a0a122e81,2019-04-05,2019-04-04,2019
NQH9,prior_rth,2019-01-04T16:00:00-05:00,4.195364986636062355745059186532334077277,11.73469387755102040816326531,584.4897959183673469387755104,0.738347948433744516401683707,882,882,994057696f8d6e367c1c,2019-01-07,2019-01-04,2019
NQH9,midnight,2019-02-07T09:30:00-05:00,2.888438889933778977496320359971994974015,22.79310344827586206896551724,367.0057471264367816091954024,0.8277424487753933746251930325,174,174,99745143c39e210e7810,2019-02-07,2019-02-07,2019
NQM9,opening_hour_rth,2019-04-25T10:30:00-04:00,3.352848874010684607740527643395922796113,4.965635738831615120274914089,513.0996563573883161512027533,0.8162729161574713866887912246131176450159,291,291,99a909474b84c9121dfd,2019-04-25,2019-04-25,2019
NQZ9,prior_rth,2019-11-08T16:00:00-05:00,3.930805468145671325444691027806647985162,13.54703832752613240418118467,830.1602787456445993031358868,0.6977407182147834150655163786085015994253,287,287,99da35a3c3199a037990,2019-11-11,2019-11-08,2019
NQH9,opening_hour_rth,2019-01-18T10:30:00-05:00,2.012122435172181770750308303678114850165,8.345,614.6599999999999999999999985,1.068230337442445938313715889,200,200,9a5220275e83f1deefea,2019-01-18,2019-01-18,2019
NQH0,opening_hour_rth,2019-12-23T10:30:00-05:00,2.195248633197131733406351188972084916823,11.35593220338983050847457627,786.8644067796610169491525424,0.9782059661829664631028908873432308037637,59,59,9b7e0b7f464632e8cea7,2019-12-23,2019-12-23,2019
NQZ9,midnight,2019-10-28T09:30:00-04:00,2.792433061678506357322807027510994079783,20.48818897637795275590551181,355.7952755905511811023622046,0.814399282869150767616989217666548607345,127,127,9b920e944e80b7ce0e7c,2019-10-28,2019-10-28,2019
NQH9,midnight,2019-01-28T09:30:00-05:00,4.733537921823205616212997704653716867385,12.94752186588921282798833819,204.096209912536443148688046,0.400287112532706454194768695736493010415,343,343,9bcbe2d1343fe8d860c9,2019-01-28,2019-01-28,2019
NQH9,opening_hour_rth,2019-02-21T10:30:00-05:00,3.917119474757155990767815152477620979889,6.571428571428571428571428571,447.881632653061224489795918,0.6310419616894356024654112050177616828552,245,245,9bd4551702b78fb1ec62,2019-02-21,2019-02-21,2019
NQH9,midnight,2019-01-15T09:30:00-05:00,2.979100554412240213542586339394144409921,26.38674033149171270718232044,384.5138121546961325966850825,0.8036917584113330749835719803599761252,181,181,9bed6b76a02dbad9c0d1,2019-01-15,2019-01-15,2019
NQU9,prior_rth,2019-08-21T16:00:00-04:00,2.688621482400240588964679104070251084046,23.64734299516908212560386473,1094.149758454106280193236717,1.058653913981623108609868677020024903153,207,207,9c99b23f1425b4faa98d,2019-08-22,2019-08-21,2019
NQM9,prior_rth,2019-03-25T16:00:00-04:00,2.018321080323119999903951128532700098599,28.40064102564102564102564103,1428.509615384615384615384615,1.141152379057641424091724512,312,312,9c9a22f6498d977a7cc1,2019-03-26,2019-03-25,2019
NQZ9,opening_hour_rth,2019-10-21T10:30:00-04:00,2.266116425241081305041015807912462156547,7.602339181286549707602339181,445.2690058479532163742690061,0.8029871253056124444764536917516641163855,171,171,9ce70884be15874c3e6a,2019-10-21,2019-10-21,2019
NQM9,prior_rth,2019-06-11T16:00:00-04:00,2.888002285917999074581276456394926637139,16.76157407407407407407407407,840.0138888888888888888888914,0.877039925697272003208753775,432,432,9d185f317b7b7e2c88bd,2019-06-12,2019-06-11,2019
NQU9,full_overnight,2019-09-03T09:30:00-04:00,2.595263235339728192378287081252944869156,40.7754385964912280701754386,524.2035087719298245614035095,1.001529999604974285583097635629601709404,285,285,9d52a1fb1024eb3fbffa,2019-09-03,2019-09-03,2019
NQM9,opening_hour_rth,2019-05-06T10:30:00-04:00,4.610334353422675629552532569816132396313,4.52972972972972972972972973,344.6378378378378378378378376,0.5867620383616026863571768195,370,370,9d5308a2288507183cdd,2019-05-06,2019-05-06,2019
NQH9,midnight,2019-01-25T09:30:00-05:00,2.592986120347392922971589232195901382847,21.81042654028436018957345972,319.9526066350710900473933649,0.9426624398257561343233542213830494667105,211,211,9d911ba8fdf3a71556ef,2019-01-25,2019-01-25,2019
NQZ9,prior_rth,2019-11-12T16:00:00-05:00,2.543507961246656832643299805118527226848,17.89519650655021834061135371,1087.113537117903930131004368,0.8600705716923365393871988777478137575372,229,229,9e11b604cd425c1720a0,2019-11-13,2019-11-12,2019
NQM9,midnight,2019-04-02T09:30:00-04:00,2.474467836632364800594192729139864660731,23.30841121495327102803738318,407.2616822429906542056074769,0.9794687044844425456494895393691862152953,107,107,9e7804a86a67a38ea8e4,2019-04-02,2019-04-02,2019
NQM9,midnight,2019-05-20T09:30:00-04:00,2.988009989953621042543592324146157807255,10.40178571428571428571428571,181.3437500000000000000000009,0.8136923737127878632732860185,672,672,9ef7cb0f5cc80e3e4967,2019-05-20,2019-05-20,2019
NQH9,full_overnight,2019-01-10T09:30:00-05:00,3.867454252940533597475887950128777152813,34.265625,387.4296875000000000000000001,0.5168923304047160920428812885,256,256,a05387c664d64f9ecc12,2019-01-10,2019-01-10,2019
NQU9,midnight,2019-07-24T09:30:00-04:00,2.253032979754531433926133471070501728029,19.05945945945945945945945946,315.3675675675675675675675673,1.033357323089334103782963921713464917787,185,185,a0e60bdcd0515c04615d,2019-07-24,2019-07-24,2019
