anchor,arm,censored,censored_pct,eligible_events,left_envelope,mean_minutes_inside,median_minutes_inside,p25_minutes,p75_minutes,p90_minutes,population,session,underpowered
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,27,27,10.6,5,2,14,22,NONPOC,RTH_MORNING,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,42,42,7.8,5,1,8,17,NONPOC,RTH_OPEN,false
R01,C02_ACTIVITY_MATCHED,0,0,37,37,75.2,56,16,97,133,NONPOC,ALL_SESSIONS,false
R01,C02_ACTIVITY_MATCHED,0,0,23,23,103.8,75,36,120,135,NONPOC,ETH_EVENING,true
R01,C02_ACTIVITY_MATCHED,0,0,14,14,28.3,18,1,29,56,NONPOC,ETH_OVERNIGHT,true
R02,C02_ACTIVITY_MATCHED,0,0,23,23,11.3,6,3,12,17,NONPOC,ALL_SESSIONS,true
R02,C02_ACTIVITY_MATCHED,0,0,2,2,7.5,12,3,3,3,NONPOC,RTH_AFTERNOON,true
R02,C02_ACTIVITY_MATCHED,0,0,2,2,26,49,3,3,3,NONPOC,RTH_MIDDAY,true
R02,C02_ACTIVITY_MATCHED,0,0,5,5,7.4,8,5,9,9,NONPOC,RTH_MORNING,true
R02,C02_ACTIVITY_MATCHED,0,0,14,14,11.1,6,2,9,17,NONPOC,RTH_OPEN,true
R03,C02_ACTIVITY_MATCHED,0,0,27,27,6.6,5,1,8,15,NONPOC,ALL_SESSIONS,true
R03,C02_ACTIVITY_MATCHED,0,0,1,1,0,0,0,0,0,NONPOC,RTH_AFTERNOON,true
R03,C02_ACTIVITY_MATCHED,0,0,1,1,5,5,5,5,5,NONPOC,RTH_MORNING,true
R03,C02_ACTIVITY_MATCHED,0,0,25,25,6.9,5,2,8,15,NONPOC,RTH_OPEN,true
R04,C02_ACTIVITY_MATCHED,0,0,5,5,2.4,1,0,2,2,NONPOC,ALL_SESSIONS,true
R04,C02_ACTIVITY_MATCHED,0,0,2,2,5.5,9,2,2,2,NONPOC,RTH_MIDDAY,true
R04,C02_ACTIVITY_MATCHED,0,0,3,3,0.3,0,0,0,0,NONPOC,RTH_OPEN,true
R05,C02_ACTIVITY_MATCHED,0,0,25,25,11.1,4,2,18,23,NONPOC,ALL_SESSIONS,true
R05,C02_ACTIVITY_MATCHED,0,0,2,2,3.5,4,3,3,3,NONPOC,RTH_AFTERNOON,true
R05,C02_ACTIVITY_MATCHED,0,0,2,2,14,28,0,0,0,NONPOC,RTH_MIDDAY,true
R05,C02_ACTIVITY_MATCHED,0,0,21,21,11.6,4,2,18,23,NONPOC,RTH_MORNING,true
ALL_ANCHORS,TREATED,0,0,162,162,31.9,7,2,33,88,NONPOC,ALL_SESSIONS,false
ALL_ANCHORS,TREATED,0,0,37,37,97,62,35,119,228,NONPOC,ETH_EVENING,false
ALL_ANCHORS,TREATED,0,0,12,12,57.9,26,14,92,101,NONPOC,ETH_OVERNIGHT,true
ALL_ANCHORS,TREATED,0,0,2,2,2,4,0,0,0,NONPOC,RTH_AFTERNOON,true
ALL_ANCHORS,TREATED,0,0,9,9,18.2,24,3,29,34,NONPOC,RTH_MIDDAY,true
ALL_ANCHORS,TREATED,0,0,39,39,11,6,2,10,28,NONPOC,RTH_MORNING,false
ALL_ANCHORS,TREATED,0,0,63,63,4.5,2,1,5,10,NONPOC,RTH_OPEN,false
R01,TREATED,0,0,49,49,87.4,59,21,118,194,NONPOC,ALL_SESSIONS,false
R01,TREATED,0,0,37,37,97,62,35,119,228,NONPOC,ETH_EVENING,false
R01,TREATED,0,0,12,12,57.9,26,14,92,101,NONPOC,ETH_OVERNIGHT,true
R02,TREATED,0,0,36,36,9.6,6,3,11,24,NONPOC,ALL_SESSIONS,false
R02,TREATED,0,0,1,1,4,4,4,4,4,NONPOC,RTH_AFTERNOON,true
R02,TREATED,0,0,3,3,18,24,5,24,24,NONPOC,RTH_MIDDAY,true
R02,TREATED,0,0,10,10,11.8,8,6,9,15,NONPOC,RTH_MORNING,true
R02,TREATED,0,0,22,22,7.8,5,1,10,14,NONPOC,RTH_OPEN,true
R03,TREATED,0,0,43,43,4.1,2,1,5,9,NONPOC,ALL_SESSIONS,false
R03,TREATED,0,0,1,1,0,0,0,0,0,NONPOC,RTH_AFTERNOON,true
R03,TREATED,0,0,1,1,29,29,29,29,29,NONPOC,RTH_MIDDAY,true
R03,TREATED,0,0,6,6,6.8,6,2,6,6,NONPOC,RTH_MORNING,true
R03,TREATED,0,0,35,35,3,2,1,3,7,NONPOC,RTH_OPEN,false
R04,TREATED,0,0,6,6,1.2,1,0,1,2,NONPOC,ALL_SESSIONS,true
R04,TREATED,0,0,6,6,1.2,1,0,1,2,NONPOC,RTH_OPEN,true
R05,TREATED,0,0,28,28,12.5,6,2,16,34,NONPOC,ALL_SESSIONS,true
R05,TREATED,0,0,5,5,16.2,3,3,34,34,NONPOC,RTH_MIDDAY,true
R05,TREATED,0,0,23,23,11.7,6,2,10,28,NONPOC,RTH_MORNING,true
ALL_ANCHORS,C01_NEUTRAL,3,0.56,536,533,24.4,6,1,18,63,POC,ALL_SESSIONS,false
ALL_ANCHORS,C01_NEUTRAL,0,0,102,102,87,54,18,109,170,POC,ETH_EVENING,false
ALL_ANCHORS,C01_NEUTRAL,1,3.57,28,27,46.7,39,13,64,125,POC,ETH_OVERNIGHT,true
ALL_ANCHORS,C01_NEUTRAL,2,100,2,0,,,,,,POC,OUT_OF_SESSION,true
ALL_ANCHORS,C01_NEUTRAL,0,0,18,18,8.4,7,1,13,20,POC,RTH_AFTERNOON,true
ALL_ANCHORS,C01_NEUTRAL,0,0,29,29,18.7,6,3,28,41,POC,RTH_MIDDAY,true
ALL_ANCHORS,C01_NEUTRAL,0,0,160,160,10,7,4,13,22,POC,RTH_MORNING,false
ALL_ANCHORS,C01_NEUTRAL,0,0,197,197,2.9,1,0,3,9,POC,RTH_OPEN,false
R01,C01_NEUTRAL,1,0.77,130,129,78.6,46,16,108,165,POC,ALL_SESSIONS,false
R01,C01_NEUTRAL,0,0,102,102,87,54,18,109,170,POC,ETH_EVENING,false
R01,C01_NEUTRAL,1,3.57,28,27,46.7,39,13,64,125,POC,ETH_OVERNIGHT,true
R02,C01_NEUTRAL,2,2.27,88,86,7.6,5,1,10,17,POC,ALL_SESSIONS,false
R02,C01_NEUTRAL,2,100,2,0,,,,,,POC,OUT_OF_SESSION,true
R02,C01_NEUTRAL,0,0,7,7,7,9,0,12,13,POC,RTH_AFTERNOON,true
R02,C01_NEUTRAL,0,0,6,6,24.2,28,11,28,41,POC,RTH_MIDDAY,true
R02,C01_NEUTRAL,0,0,20,20,8.8,5,2,12,17,POC,RTH_MORNING,true
R02,C01_NEUTRAL,0,0,53,53,5.4,3,1,7,14,POC,RTH_OPEN,false
R03,C01_NEUTRAL,0,0,88,88,4.5,2,0,5,11,POC,ALL_SESSIONS,false
R03,C01_NEUTRAL,0,0,1,1,0,0,0,0,0,POC,RTH_AFTERNOON,true
R03,C01_NEUTRAL,0,0,7,7,16.6,7,2,7,29,POC,RTH_MIDDAY,true
R03,C01_NEUTRAL,0,0,9,9,5.3,5,4,6,9,POC,RTH_MORNING,true
R03,C01_NEUTRAL,0,0,71,71,3.3,2,0,4,11,POC,RTH_OPEN,false
R04,C01_NEUTRAL,0,0,79,79,0.8,0,0,1,2,POC,ALL_SESSIONS,false
R04,C01_NEUTRAL,0,0,5,5,1.8,1,0,2,2,POC,RTH_MIDDAY,true
R04,C01_NEUTRAL,0,0,1,1,1,1,1,1,1,POC,RTH_MORNING,true
R04,C01_NEUTRAL,0,0,73,73,0.7,0,0,1,2,POC,RTH_OPEN,false
R05,C01_NEUTRAL,0,0,151,151,11.6,8,4,15,25,POC,ALL_SESSIONS,false
R05,C01_NEUTRAL,0,0,10,10,10.2,7,3,13,23,POC,RTH_AFTERNOON,true
R05,C01_NEUTRAL,0,0,11,11,24.6,6,3,12,38,POC,RTH_MIDDAY,true
R05,C01_NEUTRAL,0,0,130,130,10.6,8,4,15,24,POC,RTH_MORNING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1,0.3,333,331,21.1,4,1,16,60,POC,ALL_SESSIONS,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,51,51,85.9,59,26,110,179,POC,ETH_EVENING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,24,23,43.2,20,12,49,98,POC,ETH_OVERNIGHT,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1,100,1,0,,,,,,POC,OUT_OF_SESSION,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,9,9,8.9,4,0,18,19,POC,RTH_AFTERNOON,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,17,17,14.6,3,1,20,35,POC,RTH_MIDDAY,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,99,99,9.2,5,2,12,21,POC,RTH_MORNING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,132,132,2.8,1,0,3,8,POC,RTH_OPEN,false
R01,C02_ACTIVITY_MATCHED,0,0,75,74,72.6,50,18,98,164,POC,ALL_SESSIONS,false
R01,C02_ACTIVITY_MATCHED,0,0,51,51,85.9,59,26,110,179,POC,ETH_EVENING,false
R01,C02_ACTIVITY_MATCHED,0,0,24,23,43.2,20,12,49,98,POC,ETH_OVERNIGHT,true
R02,C02_ACTIVITY_MATCHED,1,1.96,51,50,8.5,6,2,11,22,POC,ALL_SESSIONS,false
R02,C02_ACTIVITY_MATCHED,1,100,1,0,,,,,,POC,OUT_OF_SESSION,true
R02,C02_ACTIVITY_MATCHED,0,0,5,5,14.6,18,11,19,19,POC,RTH_AFTERNOON,true
R02,C02_ACTIVITY_MATCHED,0,0,4,4,7.8,3,0,3,3,POC,RTH_MIDDAY,true
R02,C02_ACTIVITY_MATCHED,0,0,13,13,8.6,7,2,13,18,POC,RTH_MORNING,true
R02,C02_ACTIVITY_MATCHED,0,0,28,28,7.4,5,1,9,16,POC,RTH_OPEN,true
R03,C02_ACTIVITY_MATCHED,0,0,52,52,3.9,1,0,3,7,POC,ALL_SESSIONS,false
R03,C02_ACTIVITY_MATCHED,0,0,1,1,0,0,0,0,0,POC,RTH_AFTERNOON,true
R03,C02_ACTIVITY_MATCHED,0,0,3,3,19.3,1,0,1,1,POC,RTH_MIDDAY,true
R03,C02_ACTIVITY_MATCHED,0,0,4,4,4.5,6,1,6,6,POC,RTH_MORNING,true
R03,C02_ACTIVITY_MATCHED,0,0,44,44,2.9,1,0,3,6,POC,RTH_OPEN,false
R04,C02_ACTIVITY_MATCHED,0,0,67,67,0.6,0,0,1,1,POC,ALL_SESSIONS,false
R04,C02_ACTIVITY_MATCHED,0,0,2,2,1.5,3,0,0,0,POC,RTH_MIDDAY,true
R04,C02_ACTIVITY_MATCHED,0,0,5,5,0.6,1,0,1,1,POC,RTH_MORNING,true
R04,C02_ACTIVITY_MATCHED,0,0,60,60,0.6,0,0,1,1,POC,RTH_OPEN,false
R05,C02_ACTIVITY_MATCHED,0,0,88,88,10.7,5,3,13,22,POC,ALL_SESSIONS,false
R05,C02_ACTIVITY_MATCHED,0,0,3,3,2.3,3,0,3,3,POC,RTH_AFTERNOON,true
R05,C02_ACTIVITY_MATCHED,0,0,8,8,19.6,7,2,20,35,POC,RTH_MIDDAY,true
R05,C02_ACTIVITY_MATCHED,0,0,77,77,10.1,5,3,13,21,POC,RTH_MORNING,false
ALL_ANCHORS,TREATED,1,0.19,540,538,24.1,6,1,22,65,POC,ALL_SESSIONS,false
ALL_ANCHORS,TREATED,0,0,98,98,80.3,53,24,105,149,POC,ETH_EVENING,false
ALL_ANCHORS,TREATED,0,0,27,26,60.8,34,14,56,79,POC,ETH_OVERNIGHT,true
ALL_ANCHORS,TREATED,1,100,1,0,,,,,,POC,OUT_OF_SESSION,true
ALL_ANCHORS,TREATED,0,0,15,15,12,8,2,11,25,POC,RTH_AFTERNOON,true
ALL_ANCHORS,TREATED,0,0,28,28,17.5,5,2,19,51,POC,RTH_MIDDAY,true
ALL_ANCHORS,TREATED,0,0,164,164,13.7,9,4,16,29,POC,RTH_MORNING,false
ALL_ANCHORS,TREATED,0,0,207,207,2.9,1,0,3,8,POC,RTH_OPEN,false
R01,TREATED,0,0,125,124,76.2,50,23,97,138,POC,ALL_SESSIONS,false
R01,TREATED,0,0,98,98,80.3,53,24,105,149,POC,ETH_EVENING,false
R01,TREATED,0,0,27,26,60.8,34,14,56,79,POC,ETH_OVERNIGHT,true
R02,TREATED,1,1.14,88,87,8.8,5,1,11,19,POC,ALL_SESSIONS,false
R02,TREATED,1,100,1,0,,,,,,POC,OUT_OF_SESSION,true
R02,TREATED,0,0,5,5,15.4,8,0,11,11,POC,RTH_AFTERNOON,true
R02,TREATED,0,0,7,7,29.6,19,9,51,56,POC,RTH_MIDDAY,true
R02,TREATED,0,0,19,19,7.7,8,2,10,14,POC,RTH_MORNING,true
R02,TREATED,0,0,56,56,6,3,1,8,15,POC,RTH_OPEN,false
R03,TREATED,0,0,90,90,4.4,1,1,4,8,POC,ALL_SESSIONS,false
R03,TREATED,0,0,6,6,2.2,3,1,3,3,POC,RTH_MIDDAY,true
R03,TREATED,0,0,7,7,25.3,11,1,12,73,POC,RTH_MORNING,true
R03,TREATED,0,0,77,77,2.7,1,1,3,7,POC,RTH_OPEN,false
R04,TREATED,0,0,82,82,0.7,0,0,1,2,POC,ALL_SESSIONS,false
R04,TREATED,0,0,6,6,1.7,1,0,1,3,POC,RTH_MIDDAY,true
R04,TREATED,0,0,2,2,0,0,0,0,0,POC,RTH_MORNING,true
R04,TREATED,0,0,74,74,0.7,0,0,1,1,POC,RTH_OPEN,false
R05,TREATED,0,0,155,155,14.7,9,4,17,29,POC,ALL_SESSIONS,false
R05,TREATED,0,0,10,10,10.3,8,3,9,25,POC,RTH_AFTERNOON,true
R05,TREATED,0,0,9,9,28.8,16,7,26,43,POC,RTH_MIDDAY,true
R05,TREATED,0,0,136,136,14.1,9,4,17,29,POC,RTH_MORNING,false
